Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2918 Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2919 Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2920 Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2921 Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2884 Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2885 Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2886 Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2887 Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2889 Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2890 Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2891 Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2910 Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2911 Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2912 Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2913 Spectral Count	Hela_250pg_DDA_12_27_2023_Slot1_16_2893 Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_16_2894 Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2895 Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2897 Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2898 Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2900 Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2901 Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2903 Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2904 Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2906 Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2907 Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2908 Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2909 Spectral Count	Hela_5ng_DDA_12_28_2023_Slot1_37_2914 Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2915 Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2916 Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2917 Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2918 Unique Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2919 Unique Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2920 Unique Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2921 Unique Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2884 Unique Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2885 Unique Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2886 Unique Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2887 Unique Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2889 Unique Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2890 Unique Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2891 Unique Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2910 Unique Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2911 Unique Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2912 Unique Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2913 Unique Spectral Count	Hela_250pg_DDA_12_27_2023_Slot1_16_2893 Unique Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_16_2894 Unique Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2895 Unique Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2897 Unique Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2898 Unique Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2900 Unique Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2901 Unique Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2903 Unique Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2904 Unique Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2906 Unique Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2907 Unique Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2908 Unique Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2909 Unique Spectral Count	Hela_5ng_DDA_12_28_2023_Slot1_37_2914 Unique Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2915 Unique Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2916 Unique Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2917 Unique Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2918 Total Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2919 Total Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2920 Total Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2921 Total Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2884 Total Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2885 Total Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2886 Total Spectral Count	Hela_125pg_DDA_12_27_2023_Slot1_33_2887 Total Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2889 Total Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2890 Total Spectral Count	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2891 Total Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2910 Total Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2911 Total Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2912 Total Spectral Count	Hela_1ng_DDA_12_28_2023_Slot1_36_2913 Total Spectral Count	Hela_250pg_DDA_12_27_2023_Slot1_16_2893 Total Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_16_2894 Total Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2895 Total Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2897 Total Spectral Count	Hela_250pg_DDA_12_28_2023_Slot1_34_2898 Total Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2900 Total Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2901 Total Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2903 Total Spectral Count	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2904 Total Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2906 Total Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2907 Total Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2908 Total Spectral Count	Hela_500pg_DDA_12_28_2023_Slot1_35_2909 Total Spectral Count	Hela_5ng_DDA_12_28_2023_Slot1_37_2914 Total Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2915 Total Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2916 Total Spectral Count	Hela_5ng_DDA_12_29_2023_Slot1_37_2917 Total Spectral Count	Hela_10ng_DDA_12_29_2023_Slot1_38_2918 Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2919 Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2920 Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2921 Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2884 Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2885 Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2886 Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2887 Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2889 Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2890 Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2891 Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2910 Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2911 Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2912 Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2913 Intensity	Hela_250pg_DDA_12_27_2023_Slot1_16_2893 Intensity	Hela_250pg_DDA_12_28_2023_Slot1_16_2894 Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2895 Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2897 Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2898 Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2900 Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2901 Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2903 Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2904 Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2906 Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2907 Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2908 Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2909 Intensity	Hela_5ng_DDA_12_28_2023_Slot1_37_2914 Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2915 Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2916 Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2917 Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2918 MaxLFQ Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2919 MaxLFQ Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2920 MaxLFQ Intensity	Hela_10ng_DDA_12_29_2023_Slot1_38_2921 MaxLFQ Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2884 MaxLFQ Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2885 MaxLFQ Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2886 MaxLFQ Intensity	Hela_125pg_DDA_12_27_2023_Slot1_33_2887 MaxLFQ Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2889 MaxLFQ Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2890 MaxLFQ Intensity	Hela_125pg_DDA_with_DDM_12_27_2023_Slot1_39_2891 MaxLFQ Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2910 MaxLFQ Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2911 MaxLFQ Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2912 MaxLFQ Intensity	Hela_1ng_DDA_12_28_2023_Slot1_36_2913 MaxLFQ Intensity	Hela_250pg_DDA_12_27_2023_Slot1_16_2893 MaxLFQ Intensity	Hela_250pg_DDA_12_28_2023_Slot1_16_2894 MaxLFQ Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2895 MaxLFQ Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2897 MaxLFQ Intensity	Hela_250pg_DDA_12_28_2023_Slot1_34_2898 MaxLFQ Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2900 MaxLFQ Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_28_2901 MaxLFQ Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2903 MaxLFQ Intensity	Hela_250pg_DDA_with_DDM_12_28_2023_Slot1_40_2904 MaxLFQ Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2906 MaxLFQ Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2907 MaxLFQ Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2908 MaxLFQ Intensity	Hela_500pg_DDA_12_28_2023_Slot1_35_2909 MaxLFQ Intensity	Hela_5ng_DDA_12_28_2023_Slot1_37_2914 MaxLFQ Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2915 MaxLFQ Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2916 MaxLFQ Intensity	Hela_5ng_DDA_12_29_2023_Slot1_37_2917 MaxLFQ Intensity	Indistinguishable Proteins
sp|P09234|RU1C_HUMAN	P09234	RU1C_HUMAN	SNRPC	159	Homo sapiens OX=9606	1:Experimental evidence at protein level	U1 small nuclear ribonucleoprotein C	0.9999	0.999	2	42	42	42	4	3	4	5	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	2	2	1	1	4	2	4	0	4	3	4	5	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	2	2	1	1	4	2	4	0	4	3	4	5	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	2	2	1	1	4	2	4	0	112713.64	112645.52	122133.3	71557.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121665.01	132414.39	113776.375	111829.54	94876.93	91220.73	97400.61	103347.516	125072.92	0.0	83151.45	0.0	43388.195	124653.19	90869.96	114764.8	116662.695	97831.945	75675.54	116475.56	0.0	71908.31	71083.85	84356.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64764.52	53882.41	82968.47	0.0	
sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	LGALS1	135	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-1	1.0	0.999	10	753	753	753	56	65	68	60	5	4	3	4	4	5	6	26	26	25	22	11	15	12	13	13	16	18	16	18	20	16	13	15	56	58	54	10	56	65	68	60	5	4	3	4	4	5	6	26	26	25	22	11	15	12	13	13	16	18	16	18	20	16	13	15	56	58	54	10	56	65	68	60	5	4	3	4	4	5	6	26	26	25	22	11	15	12	13	13	16	18	16	18	20	16	13	15	56	58	54	10	4553658.0	4323806.0	4648796.5	4648218.5	949446.0	879648.5	956052.9	950107.8	1826403.0	2329326.0	2375446.0	2968526.8	3070212.2	3048149.5	2897715.8	2225461.8	2176401.2	2020934.5	1925513.9	2077768.6	3151297.2	3156929.2	3924437.0	4388034.0	2644655.0	2661012.0	2516583.8	2631391.5	4391245.0	4518789.5	4634934.0	3331164.5	952278.75	948366.2	1059597.5	1093848.4	454492.47	435100.88	454910.3	451503.1	876998.8	1077852.0	1194876.2	624691.44	645846.3	643668.56	550162.56	537749.06	579027.75	561312.6	517364.6	556693.06	777591.5	788505.6	784071.1	850292.5	670108.1	664749.4	635375.4	668165.3	828784.7	849874.25	894812.5	1088666.9	
sp|P09417|DHPR_HUMAN	P09417	DHPR_HUMAN	QDPR	244	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydropteridine reductase	1.0	0.999	8	27	27	27	4	4	6	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	4	4	6	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	4	4	6	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	3	1	0	93537.5	117167.76	93894.414	71533.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41413.293	59256.97	60033.094	57985.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26508.88	64947.96	22971.287	0.0	32370.55	31754.076	33705.02	32281.445	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28455.285	0.0	0.0	
sp|P09429|HMGB1_HUMAN	P09429	HMGB1_HUMAN	HMGB1	215	Homo sapiens OX=9606	1:Experimental evidence at protein level	High mobility group protein B1	1.0	0.999	10	307	89	307	36	40	36	35	0	0	0	1	0	0	0	11	6	7	7	1	4	1	1	1	1	2	1	3	6	5	5	3	27	30	27	10	17	16	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	9	6	36	40	36	35	0	0	0	1	0	0	0	11	6	7	7	1	4	1	1	1	1	2	1	3	6	5	5	3	27	30	27	10	1356368.4	1544085.0	1589221.0	1705151.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371722.53	383608.53	327766.22	372726.28	98239.36	115560.12	0.0	0.0	0.0	51094.586	0.0	80492.62	88451.58	277794.75	218539.84	211214.6	201926.48	972164.25	1207188.8	1234296.4	429754.12	262706.47	282376.06	284274.25	281060.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100460.14	100320.51	96693.195	98228.164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92584.17	117791.125	99931.22	195548.98	185369.27	212886.19	224261.38	411139.06	
sp|P09488|GSTM1_HUMAN	P09488	GSTM1_HUMAN	GSTM1	218	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glutathione S-transferase Mu 1	1.0	0.999	13	136	24	143	13	15	15	15	0	0	0	0	0	0	0	6	9	8	5	0	1	0	0	0	1	1	1	1	2	2	3	2	13	12	11	0	2	1	3	5	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	14	16	16	16	0	0	0	0	0	0	0	6	9	8	5	0	1	0	0	0	1	1	1	1	2	2	3	2	14	13	12	0	705504.75	730280.3	666742.1	626229.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360484.78	363797.66	361348.97	280097.72	69911.71	69814.23	0.0	0.0	81304.97	0.0	0.0	80777.77	154798.1	172307.7	180408.42	213530.53	164564.38	417861.9	782675.56	536584.75	0.0	128929.4	131643.47	120601.17	117147.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112860.0	113187.42	114519.39	115708.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60632.586	105077.664	88941.305	127915.71	100586.586	132677.58	137018.67	140392.25	0.0	
sp|P09493|TPM1_HUMAN	P09493	TPM1_HUMAN	TPM1	284	Homo sapiens OX=9606	1:Experimental evidence at protein level	Tropomyosin alpha-1 chain	1.0	0.999	34	575	168	884	59	66	52	57	1	0	0	0	1	1	1	22	19	19	22	8	7	5	4	4	3	3	5	6	11	9	10	12	55	59	54	0	19	23	16	16	0	0	0	0	1	1	1	3	3	3	4	1	2	1	1	1	2	2	1	2	3	3	2	2	18	17	20	0	87	92	77	84	5	4	2	3	5	5	5	33	28	27	30	14	14	9	10	10	8	9	8	11	19	17	17	20	75	79	74	3	2069871.6	2267555.5	1977594.5	1983535.8	0.0	113392.86	142941.62	90250.05	0.0	0.0	0.0	921770.25	1041975.6	975453.75	1060677.4	705910.25	647031.6	346294.12	232518.66	329796.22	378485.8	490737.7	369770.2	617463.5	675079.4	714036.6	837037.0	788352.1	2032059.0	2171930.2	2143489.8	0.0	232759.22	228729.25	216610.36	200353.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190977.75	190605.02	193290.8	187726.77	165684.53	169164.62	169493.52	154237.0	171247.39	228598.83	222056.78	182212.44	167966.45	161958.78	163798.67	166101.0	163917.73	245247.14	235023.47	238391.06	0.0	
sp|P09496|CLCA_HUMAN	P09496	CLCA_HUMAN	CLTA	248	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin light chain A	1.0	0.999	8	197	161	197	15	15	15	16	3	1	0	2	0	0	1	8	8	5	7	6	4	5	5	5	2	2	5	4	7	5	7	6	15	12	11	0	13	13	13	14	2	0	0	0	0	0	1	7	6	4	7	5	3	4	3	4	1	1	4	4	6	4	6	4	13	10	9	0	15	15	15	16	3	1	0	2	0	0	1	8	8	5	7	6	4	5	5	5	2	2	5	4	7	5	7	6	15	12	11	0	890073.94	826735.75	819668.94	805777.5	0.0	317229.72	313218.8	141539.17	0.0	0.0	0.0	898999.94	888923.9	850338.5	904407.56	669293.06	677654.5	581950.0	603528.9	565065.8	310689.2	423442.06	573886.1	507711.44	666183.5	686722.75	791492.94	778529.75	1113261.5	1111301.5	899035.6	0.0	157016.44	141082.92	137890.77	135272.19	0.0	184455.48	180939.22	0.0	0.0	0.0	0.0	223861.23	215849.11	215116.92	210962.44	222339.3	224497.62	188729.8	199258.84	185386.4	136527.3	180661.77	149343.36	149450.3	195434.3	206094.64	209080.2	236156.44	210642.16	202523.86	190074.95	0.0	
sp|P09497|CLCB_HUMAN	P09497	CLCB_HUMAN	CLTB	229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Clathrin light chain B	1.0	0.999	10	75	75	75	7	10	8	7	0	0	0	0	0	0	0	5	2	5	4	0	0	0	0	0	0	0	0	0	1	3	1	1	9	6	6	0	7	10	8	7	0	0	0	0	0	0	0	5	2	5	4	0	0	0	0	0	0	0	0	0	1	3	1	1	9	6	6	0	7	10	8	7	0	0	0	0	0	0	0	5	2	5	4	0	0	0	0	0	0	0	0	0	1	3	1	1	9	6	6	0	374304.44	372424.03	280263.94	225283.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209051.7	204203.06	196789.12	199032.0	0.0	39177.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115757.39	113855.016	112802.69	128280.47	309258.84	345265.8	265573.84	0.0	93575.18	89533.28	94594.75	83657.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94659.71	93549.72	91013.305	88349.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71947.766	70710.914	70401.24	78256.02	99955.82	96810.61	90353.79	0.0	
sp|P09525|ANXA4_HUMAN	P09525	ANXA4_HUMAN	ANXA4	319	Homo sapiens OX=9606	1:Experimental evidence at protein level	Annexin A4	1.0	0.999	14	55	55	111	5	8	8	7	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	5	0	5	8	8	7	0	0	0	0	0	0	0	3	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	5	0	8	11	11	10	0	1	1	2	0	1	1	5	7	4	3	2	1	1	1	1	1	1	1	2	1	1	2	2	11	9	9	0	211916.23	205093.9	175244.28	115043.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	134126.33	126869.66	32041.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149136.28	224188.94	118995.36	0.0	30591.459	28559.08	30130.133	25501.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46249.285	43888.688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40979.61	37920.27	36892.22	0.0	
sp|P09543|CN37_HUMAN	P09543	CN37_HUMAN	CNP	421	Homo sapiens OX=9606	1:Experimental evidence at protein level	2',3'-cyclic-nucleotide 3'-phosphodiesterase	1.0	0.999	16	125	125	125	16	18	15	14	0	0	0	0	0	0	0	1	4	2	4	0	0	0	0	0	0	0	0	0	0	1	2	1	18	15	14	0	16	18	15	14	0	0	0	0	0	0	0	1	4	2	4	0	0	0	0	0	0	0	0	0	0	1	2	1	18	15	14	0	16	18	15	14	0	0	0	0	0	0	0	1	4	2	4	0	0	0	0	0	0	0	0	0	0	1	2	1	18	15	14	0	451652.66	516494.53	356899.06	420060.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53558.324	79440.71	72547.17	145702.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57173.426	0.0	75688.09	573567.6	464761.0	519810.84	0.0	72675.35	75103.62	74761.8	72008.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109441.625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68129.945	67550.79	73592.555	0.0	
sp|P09601|HMOX1_HUMAN	P09601	HMOX1_HUMAN	HMOX1	288	Homo sapiens OX=9606	1:Experimental evidence at protein level	Heme oxygenase 1	1.0	0.999	5	34	34	34	6	3	5	6	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	6	3	5	6	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	6	3	5	6	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	127290.836	126775.35	98370.5	100443.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40831.69	43828.426	39800.617	40250.348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43210.227	41961.777	0.0	39453.086	93149.41	124897.29	93319.125	0.0	40168.78	40032.273	42739.73	43738.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40432.95	39774.46	40574.965	0.0	
sp|P09622|DLDH_HUMAN	P09622	DLDH_HUMAN	DLD	509	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dihydrolipoyl dehydrogenase, mitochondrial	1.0	0.999	13	193	193	193	23	18	19	19	1	0	0	1	0	0	0	6	8	7	9	1	2	0	0	2	1	1	3	4	2	1	4	3	19	22	17	0	23	18	19	19	1	0	0	1	0	0	0	6	8	7	9	1	2	0	0	2	1	1	3	4	2	1	4	3	19	22	17	0	23	18	19	19	1	0	0	1	0	0	0	6	8	7	9	1	2	0	0	2	1	1	3	4	2	1	4	3	19	22	17	0	1066005.8	1066765.2	819383.0	1069602.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492012.25	557459.7	435185.6	539698.4	237551.25	266174.66	0.0	138031.23	128531.375	198060.62	0.0	204030.78	206146.72	252494.36	266524.66	269695.03	307266.03	487085.88	1279547.1	882975.75	0.0	185246.4	169345.73	185912.7	191738.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	270418.22	256443.89	253482.58	253661.53	195618.3	216307.44	0.0	0.0	0.0	238876.88	0.0	231320.38	240683.44	206542.03	215467.67	178110.45	204595.7	173219.48	208685.8	174902.17	0.0	
